cutoff,train_end,n_train,n_test,mae,rmse,smape
2007-06-01,2007-05-01,438,12,0.3333333333333333,0.7071067811865476,61.53846153846154
2007-12-01,2007-11-01,444,12,0.5833333333333334,1.118033988749895,93.33333333333333
2008-06-01,2008-05-01,450,12,0.75,1.2583057392117916,106.66666666666667
2008-12-01,2008-11-01,456,12,0.75,1.2583057392117916,92.3076923076923
2009-06-01,2009-05-01,462,12,0.6666666666666666,1.1547005383792515,83.33333333333334
2009-12-01,2009-11-01,468,12,0.3333333333333333,0.7071067811865476,50.0
2010-06-01,2010-05-01,474,12,0.16666666666666666,0.408248290463863,33.33333333333333
2010-12-01,2010-11-01,480,12,0.08333333333333333,0.28867513459481287,16.666666666666664
2011-06-01,2011-05-01,486,12,0.0,0.0,0.0
2011-12-01,2011-11-01,492,12,0.0,0.0,0.0
2012-06-01,2012-05-01,498,12,0.0,0.0,0.0
2012-12-01,2012-11-01,504,12,0.08333333333333333,0.28867513459481287,16.666666666666664
2013-06-01,2013-05-01,510,12,0.4166666666666667,0.8660254037844386,71.42857142857143
2013-12-01,2013-11-01,516,12,0.5,0.9128709291752769,85.71428571428571
2014-06-01,2014-05-01,522,12,1.0833333333333333,1.4433756729740645,141.66666666666669
2014-12-01,2014-11-01,528,12,1.4166666666666667,1.6072751268321592,166.66666666666669
2015-06-01,2015-05-01,534,12,1.0833333333333333,1.2583057392117916,122.91666666666666
2015-12-01,2015-11-01,540,12,1.0833333333333333,1.3228756555322954,113.33333333333333
2016-06-01,2016-05-01,546,12,0.8333333333333334,1.1547005383792515,102.56410256410255
2016-12-01,2016-11-01,552,12,1.25,2.5,115.33333333333333
