cutoff,train_end,n_train,n_test,mae,rmse,smape
2003-02-01,2003-01-01,396,12,0.00015762937926347285,0.00030202298062994486,46.16289952898714
2003-08-01,2003-07-01,402,12,0.00013090750956067416,0.0002232452626311298,66.67221958754527
2004-02-01,2004-01-01,408,12,0.0002202572143901408,0.0003486766157611834,66.68041529102649
2004-08-01,2004-07-01,414,12,0.00015491954803482317,0.0002882781393978687,100.00874377034587
2005-02-01,2005-01-01,420,12,8.42169073999333e-05,0.00015306797799227799,100.00384310538466
2005-08-01,2005-07-01,426,12,0.00023221682566308864,0.0004968749588871743,100.01717136036285
2006-02-01,2006-01-01,432,12,0.00023245633857198918,0.0005118893145723563,83.34666158831152
2006-08-01,2006-07-01,438,12,6.326006339149591e-05,0.00018999101299441937,50.0
2007-02-01,2007-01-01,444,12,1.5985000974057386e-05,3.793152397130009e-05,50.0
2007-08-01,2007-07-01,450,12,0.0002872088767484307,0.0005031162067970575,12.521019149184559
2008-02-01,2008-01-01,456,12,0.0008196478093517931,0.00112049010033082,7.4401004149220284
2008-08-01,2008-07-01,462,12,0.000857400432924137,0.0011173499813327897,8.372000103662886
2009-02-01,2009-01-01,468,12,0.0003439298059463341,0.0005004277714390261,15.415723447317076
2009-08-01,2009-07-01,474,12,0.0001462235145199433,0.0002906717717327638,83.33523392859621
2010-02-01,2010-01-01,480,12,0.0001854230758999854,0.00030686593974945184,116.6684819391002
2010-08-01,2010-07-01,486,12,0.00041526312468673394,0.0011373025544888509,71.45808895545132
2011-02-01,2011-01-01,492,12,0.00041043488991547426,0.0011371294095057227,71.45770517364333
2011-08-01,2011-07-01,498,12,0.0002818607389991086,0.0005024750480051375,100.02090747647425
2012-02-01,2012-01-01,504,12,0.00025897323830519444,0.0005019304265488641,83.3532060529049
2012-08-01,2012-07-01,510,12,0.0005140358161035125,0.0009571530176888939,42.12200244608694
2013-02-01,2013-01-01,516,12,0.0006074745811144187,0.0009853367609371619,23.094949297470524
2013-08-01,2013-07-01,522,12,0.00046765509131500366,0.0008783919845265258,4.77521196656453
2014-02-01,2014-01-01,528,12,0.0020781243956116894,0.004889867598207774,5.181353393431118
2014-08-01,2014-07-01,534,12,0.031344543177450994,0.04659946384892813,8.46541433185845
2015-02-01,2015-01-01,540,12,0.08536773252748363,0.13211534561198238,10.277518254176933
2015-08-01,2015-07-01,546,12,0.060528145673161005,0.12442712421721822,15.487362725272558
2016-02-01,2016-01-01,552,12,0.02448709244543046,0.04375273073711734,14.357127548043547
2016-08-01,2016-07-01,558,12,0.020651517346540253,0.04178422726050705,26.553731953877307
