cutoff,train_end,n_train,n_test,mae,rmse,smape
2006-08-01,2006-07-01,438,12,14.833333333333334,22.64582375038129,74.08624011166005
2007-02-01,2007-01-01,444,12,14.166666666666666,21.459263733874934,66.07387507622875
2007-08-01,2007-07-01,450,12,19.083333333333332,25.568535351091192,71.50241201270018
2008-02-01,2008-01-01,456,12,27.416666666666668,35.2053499722225,85.97719729402733
2008-08-01,2008-07-01,462,12,25.833333333333332,32.52178756874638,74.80239294986649
2009-02-01,2009-01-01,468,12,24.583333333333332,29.468910171003383,56.94786654887012
2009-08-01,2009-07-01,474,12,24.75,29.864973910363066,52.41852126046628
2010-02-01,2010-01-01,480,12,16.5,21.007935008784973,39.76429620394105
2010-08-01,2010-07-01,486,12,15.0,21.790670786676884,33.32139181333013
2011-02-01,2011-01-01,492,12,14.833333333333334,23.090402046449228,33.567256712775546
