cutoff,train_end,n_train,n_test,mae,rmse,smape
2007-12-01,2007-11-01,444,12,55.416666666666664,64.81447883510803,55.00803329701432
2008-06-01,2008-05-01,450,12,58.416666666666664,68.28555240068478,47.0083489433604
2008-12-01,2008-11-01,456,12,54.416666666666664,65.81223290544092,38.0413523016866
2009-06-01,2009-05-01,462,12,38.583333333333336,51.022054055084844,22.073300596969496
2009-12-01,2009-11-01,468,12,46.416666666666664,57.67654058049367,28.982952079012247
2010-06-01,2010-05-01,474,12,47.166666666666664,55.25094267672423,29.277528397128005
2010-12-01,2010-11-01,480,12,34.25,44.78373960862729,19.66043374828276
2011-06-01,2011-05-01,486,12,69.16666666666667,92.38145557054908,35.688576340465254
2011-12-01,2011-11-01,492,12,131.08333333333334,145.29940353169613,56.09631597185778
2012-06-01,2012-05-01,498,12,123.83333333333333,136.4074778008889,45.42334662412139
